"brand_name","model_name","bkl_type"
"OCEANIC","39SHD21B3","LED"
"OCEANIC","OCEALED220317B2","LED"
"OCEANIC","LED220317B2","LED"
"OCEANIC","OCEALED220317W2","LED"
"OCEANIC","OCEALED39B6","LED"
"OCEANIC","OCEALE39Z1","LED"
"OCEANIC","LED220317W2","LED"
"OCEANIC","OCEALED24W6","LED"
"OCEANIC","OCEALE2419DC","LED"
"OCEANIC","OCEALED19120B2","LED"
"OCEANIC","32SFHD21B3","LED"
"OCEANIC","240418B3","LED"
"OCEANIC","OCEA32SFHD21B3","LED"
"OCEANIC","OCEA39HD21B3","LED"
"OCEANIC","OCEALED24S19B3","LED"
"OCEANIC","320917B7","LED"
"OCEANIC","OCEALED40420B6","LED"
"OCEANIC","22CCB2","LED"
"OCEANIC","OCEALED22CCB2","LED"
"OCEANIC","24SMART7","LED"
"OCEANIC","3218B2","LED"
"OCEANIC","OCEALED3218B2","LED"
"OCEANIC","LEDCC195W2","LED"
"OCEANIC","OCEALED32FM20B6","LED"
"OCEANIC","39S21B6","LED"
"OCEANIC","32HD213B3","LED"
"OCEANIC","OCEA32HD213B3","LED"
"OCEANIC","A19CAR20B7","LED"
"OCEANIC","OCEA19CAR20B7","LED"
"OCEANIC","32FM20B6","LED"
"OCEANIC","OCEALED39419B3","LED"
"OCEANIC","39419B3","LED"
"OCEANIC","321018B3","LED"
"OCEANIC","OCEALED321018B3","LED"
"OCEANIC","24S19B3","LED"
"OCEANIC","32HD214B3","LED"
"OCEANIC","LE-39Z1","LED"
"OCEANIC","OCEALED22DVDB2","LED"
"OCEANIC","19120B2","LED"
"OCEANIC","DVB-PM81857HCAT","LED"
"OCEANIC","OCEALED32BG","LED"
"OCEANIC","32BG","LED"
"ODYS","Pocket TV Passion","CCFL"
"ODYS","TV Sign","CCFL"
"ODYS","X810070","LED"
"ODYS","MultiFlat 19 Cinema II","CCFL"
"ODYS","Fino+ X24","CCFL"
"ODYS","Concept 16 plus","LED"
"ODYS","X810076","LED"
"ODYS","Mono X24 Noir","LED"
"ODYS","X810079","LED"
"ODYS","X810068","CCFL"
"ODYS","X810077","LED"
"ODYS","Mono X24 Blanc","LED"
"ODYS","TV 15 Imagine","CCFL"
"ODYS","Concept Line 16 Pro","LED"
"ODYS","X810080","LED"
"ODYS","Base 24","LED"
"ODYS","Pocket TV Matrix","CCFL"
"ODYS","X800004","LED"
"ODYS","X810044","CCFL"
"ODYS","Prime 23","LED"
"ODYS","Multi TV700 Move","CCFL"
"ODYS","Vario","LED"
"ODYS","X810073","LED"
"ODYS","X800005","LED"
"ODYS","KT2373 - X810050","CCFL"
"ODYS","LCD TV 17"" DVD","CCFL"
"ODYS","Pocket TV 43 Cosmo","CCFL"
"ODYS","X810056","CCFL"
"ODYS","LCD TV22 DVD","CCFL"
"ODYS","Solo","LED"
"ODYS","Slim TV 7 Novel","CCFL"
"ODYS","X810048","CCFL"
"ODYS","LCD-TV 19 View","CCFL"
"ODYS","X810041","CCFL"
"ODYS","LCD-TV Cinema 22","CCFL"
"ODYS","Multi TV Genius","CCFL"
"ODYS","X810006","CCFL"
"ODYS","LCD TV 20"" DVD","CCFL"
"ODYS","LED TV22 Fino","LED"
"ODYS","Hype","CCFL"
"ODYS","Concept 16","LED"
"ODYS","XP32","LED"
"ODYS","X820026","LED"
"ODYS","X830001","CCFL"
"ODYS","X810059","CCFL"
"ODYS","X800002","LED"
"ODYS","Concept Line 16","LED"
"ODYS","X810075","LED"
"ODYS","Ecco 22","LED"
"ODYS","X810074","LED"
"ODYS","X800010","LED"
"ODYS","X810064","LED"
"ODYS","KT2377","CCFL"
"ODYS","Sight Plus","CCFL"
"ODYS","MultiFlat MF-51002","CCFL"
"ODYS","Fino X24","LED"
"ODYS","Base 26","LED"
"ODYS","LCD-TV 22 Complete","CCFL"
"ODYS","TV68006","CCFL"
"ODYS","LED TV24 Fino","LED"
"ODYS","X810065","LED"
"ODYS","LED TV15 Fino","LED"
"ODYS","X800000","CCFL"
"ODYS","X800006","LED"
"ODYS","Base 22","LED"
"ODYS","X810053","CCFL"
"ODYS","LED TV19 Fino","LED"
"ODYS","X810063","CCFL"
"ODYS","X800009","LED"
"ODYS","X810072","CCFL"
"ODYS","Base 16 plus","LED"
"ODYS","Multi TV Pure","CCFL"
"ODYS","X810061","CCFL"
"ODYS","LCD MultiFlat 19","CCFL"
"ODYS","X810054","CCFL"
"ODYS","X800011","LED"
"ODYS","X810003","CCFL"
"ODYS","League 19","LED"
"ODYS","LCD MultiFlat 20","CCFL"
"ODYS","LED TV Fino X22","LED"
"ODYS","Base 16","LED"
"ODYS","Multi Pocket TV 350","CCFL"
"ODYS","X800003","LED"
"OKI","TFT LCD 32 Argent","CCFL"
"OKI","TFT LCD 19","CCFL"
"OLIDATA","MR19F10N","CCFL"
"OPTICUM","LE-24Z1","LED"
"OPTICUM","TVOPHD20P033T","LED"
"OPTICUM","LCD TV 20"" Travel","LED"
"OPTICUM","3150","LED"
"OPTICUM","LE24Z1","LED"
"OPTIMAG","CT-V550","CCFL"
"OPTIMAG","CT-DVB861","CCFL"
"OPTIMAG","CT-V732","CCFL"
"OPTIMAG","CT-V960","CCFL"
"OPTIMAG","CT-DVB762","CCFL"
"OPTIMAG","CT-DVB960","CCFL"
"OPTOMA","Pi500","CCFL"
"ORION","TV22LB815DVD","LED"
"ORION","TV22PL160D","CCFL"
"ORION","TV22LW845DVD","LED"
"ORION","TV26PL7905DVD","CCFL"
"ORION","TV-32RN10D ","CCFL"
"ORION","TV-37094","CCFL"
"ORION","TV-42100 SI",NULL
"ORION","TV40LB140S","LED"
"ORION","CLB32B850DS","LED"
"ORION","TV-20RN10D","CCFL"
"ORION","TV32FX100D","CCFL"
"ORION","CLB24B350S","LED"
"ORION","TV-22PL160D","CCFL"
"ORION","32PL7915DVD","CCFL"
"ORION","TV32PL7915DVD","CCFL"
"ORION","TV32FX6900","CCFL"
"ORION","TV-32082","CCFL"
"ORION","15LCD106","CCFL"
"ORION","TV-32PL120D","CCFL"
"ORION","TV22LB800","LED"
"ORION","TV-42400 SI",NULL
"ORION","TV32LF20D","CCFL"
"ORION","TV-32RN20D","CCFL"
"ORION","CLB32B730","LED"
"ORION","CLB28B600D","CCFL"
"ORION","22LB845DVD","LED"
"ORION","TV-26RN10D","CCFL"
"ORION","TV24LS995DVD","LED"
"ORION","TV-19PL150D","CCFL"
"ORION","CLB42B4000S","LED"
"ORION","22LCD108","CCFL"
"ORION","19LCD106","CCFL"
"ORION","TV32LB1000","LED"
"ORION","CLB40B910","LED"
"ORION","22LCD106","CCFL"
"ORION","CLB24W485DS","LED"
"ORION","TV40LS140S","LED"
"ORION","CLB24B300","LED"
"ORION","26LB126S","LED"
"ORION","TV26LB126S","LED"
"ORION","CLB32W880DS","LED"
"ORION","15LCD105","CCFL"
"ORION","TV39LS939","LED"
"ORION","TV19LB500","LED"
"ORION","TV32PL150D","CCFL"
"ORION","CLB24B475DS","LED"
"ORION","39LS939","LED"
"ORION","TV39LB939","LED"
"ORION","TV32PL690H","CCFL"
"ORION","CLB24B485DS","LED"
"ORION","TV-20300 SI","CCFL"
"ORION","TV26PL6905DVD","CCFL"
"ORION","CLB28B500","LED"
"ORION","TV-32008 SI","CCFL"
"ORION","TV32FX500DH","CCFL"
"ORION","24LB224DVDS","LED"
"ORION","TV-22PL140D","CCFL"
"ORION","39LB939","LED"
"ORION","32LB132S","LED"
"ORION","TV32LW7100","LED"
"ORION","TV32PL6905DVD","CCFL"
"ORION","TV24LB995DVD","LED"
"ORION","22PL150D","CCFL"
"ORION","TV26PL790","CCFL"
"ORION","TV26PL790D","CCFL"
"ORION","CLB55B1255S","LED"
"ORION","CLB32B750S","LED"
"ORION","TV32RN30DH","CCFL"
"ORION","TV26PW7905DVD","CCFL"
"ORION","CLB40B950S","LED"
"ORION","TV42LB2000","LED"
"ORION","TV8232D","CCFL"
"ORION","TV24LS224DVDS","LED"
"ORION","CLB55B4550S","LED"
"ORION","TV-40LS140S","LED"
"ORION","CLB50B1000","LED"
"ORION","22LCD105","CCFL"
"ORION","TV-37RN10D ","CCFL"
"ORION","TV32PL690D","CCFL"
"ORION","CLB48B4800S","LED"
"ORION","24LB890","LED"
"ORION","TV-50127",NULL
"ORION","TV40FX6900H","CCFL"
"ORION","CLB22B100","LED"
"ORION","TV22LB825DVD","LED"
"ORION","CLB32B800D","LED"
"ORION","CLB40B900","LED"
"ORION","TV-32PL7915DVD","CCFL"
"ORION","CLB50B1081S","LED"
"ORION","CLB28B650DS","LED"
"ORION","TV22LB820","LED"
"ORION","22LW845DVD","LED"
"ORION","TV-19PL140D","CCFL"
"ORION","24LS224DVDS","LED"
"ORION","TV-22PL150D","CCFL"
"ORION","TV32LB2000","LED"
"ORION","26LB630","LED"
"ORION","24LB995DVD","LED"
"ORION","TV22LB830","LED"
"ORION","TV-42200 SI",NULL
"ORION","TV32PL173DH","CCFL"
"ORION","TV22LB845DVD","LED"
"ORION","TV24LB890","LED"
"ORION","40LB140S","LED"
"ORION","TV-39LS139S","LED"
"ORION","TV39LS139S","LED"
"ORION","39LS139S","LED"
"ORION","TV-40LB140S","LED"
"ORION","CLB32B700","LED"
"ORION","CLB22B250DS","LED"
"ORION","TV39LB139S","LED"
"ORION","CLB22B260DS","LED"
"ORION","CLB24B400D","LED"
"ORION","CLB24B450DS","LED"
"ORION","40LS140S","LED"
"ORION","TV24LB870H","LED"
"ORION","CLB28B550S","LED"
"ORION","39LB139S","LED"
"ORION","TV-26LB630","LED"
"ORION","TV22PL166DVD","CCFL"
"ORION","CLB24W380S","LED"
"ORION","CLB32W870DS","LED"
"ORION","TV26PL690D","CCFL"
"ORION","TV26LB630","LED"
"ORION","CLB32B721","LED"
"ORION","24LS995DVD","LED"
"ORION","CLB28B680D","LED"
"ORION","CLB50B1100","LED"
"ORION","CLB22W160S","LED"
"ORION","CLB22B200D","LED"
"ORION","TV24LB224DVDS","LED"
"ORION","CLB24B370S","LED"
"ORION","TV32LW1000","LED"
"ORION","CLB24W370S","LED"
"ORION","TV26LB900","LED"
"ORION","TV-713","CCFL"
"ORION","CLB24B310","LED"
"ORION","TV-812","CCFL"
"ORION","CLB22B110","LED"
"ORION","CLB50B1060S","LED"
"ORION","240LEDE","LED"
"ORION","CLB29B660S","LED"
"ORION","CLB22B160S","LED"
"ORION","CLB22W260DS","LED"
"ORION","CLB40B962S","LED"
"ORION","TV-2322 SI","CCFL"
"ORION","CLB40B960S","LED"
"ORION","CLB22B150S","LED"
"ORION","19LCD105","CCFL"
"ORION","CLB22W280DS","LED"
"ORION","CLB22B280DS","LED"
"ORION","CLB43B1350S","LED"
"OVERSTEEL","Krypto 27 QHD 165Hz","LED"
"OVERSTEEL","Krypto 27 FHD 165Hz","LED"
"OVERSTEEL","NAT-OV-KRYPTO27-QHD","LED"
"OVERSTEEL","NAT-OV-KRYPTO24-FHD","LED"
"OVERSTEEL","NAT-OV-KRYPTO27-FHD","LED"
"OVERSTEEL","Krypto KR24VF16","LED"
"OVERSTEEL","Krypto 24 FHD 144Hz","LED"
"OVERSTEEL","NAT-OV-KR27VQ14K","LED"
"OVERSTEEL","Krypto KR27VQ14K","LED"
"OVERSTEEL","NAT-OV-KR24VF16","LED"
"OXYGEN","O2-1368DB","CCFL"
"OXYGEN","O2-1903DDB","CCFL"
"OXYGEN","O2-2613DB","CCFL"
"OXYGEN","O2-14SSG","CCFL"
"OXYGEN","O2-2657DB Noir","CCFL"
"OXYGEN","O2-1923DB","CCFL"
"OXYGEN","O214SSDDG","CCFL"
"OXYGEN","O2-1523DB","CCFL"
"OXYGEN","O22213DB","CCFL"
"OXYGEN","O2-14SSDDG","CCFL"
"OXYGEN","O2-1913DB","CCFL"
"OXYGEN","O22413DB","CCFL"
"OXYGEN","O2-22DDB","CCFL"
"OXYGEN","O2-2213DB","CCFL"
"OXYGEN","O2-2413DB","CCFL"
"OZONE","DSP27","LED"
"OZONE","OZDSP27PRO","LED"
"OZONE","DSP27 IPS","LED"
"OZONE","DSP25 Pro","LED"
"OZONE","OZDSP25PRO","LED"
"OZONE","DSP27 PRO","LED"
"OZONE","OZDSP28IPS","LED"
"OZONE","DSP24 240","LED"
"OZONE","DSP24 PRO","LED"
"OZONE","DSP28 IPS","LED"
"OZONE","OZDSP27IPS","LED"
"OZONE","OZDSP24240","LED"
"OZONE","OZDSP24PRO","LED"
"OZONE","DSP24","LED"
"PACKARD BELL","Maestro 222Ws","CCFL"
"PACKARD BELL","UM.VQ6EE.001","LED"
"PACKARD BELL","ET.D040C.001","CCFL"
"PACKARD BELL","UM.XK3EE.001","LED"
"PACKARD BELL","Viseo 273Dbmd","LED"
"PACKARD BELL","F200","LED"
"PACKARD BELL","ET.XK1HE.009","LED"
"PACKARD BELL","UM.IT0EE.001","LED"
"PACKARD BELL","ET.FQ3HE.003","LED"
"PACKARD BELL","Viseo 193DXb","LED"
"PACKARD BELL","Maestro 240 LED DVI","LED"
"PACKARD BELL","Maestro 230 LED HD","LED"
"PACKARD BELL","Maestro 242Ws","CCFL"
"PACKARD BELL","Viseo 200Ws C","CCFL"
"PACKARD BELL","LCD 20c","CCFL"
"PACKARD BELL","UM.FK3EE.A01","LED"
"PACKARD BELL","Viseo 233Dbd","LED"
"PACKARD BELL","VT700","CCFL"
"PACKARD BELL","Viseo 190WA","CCFL"
"PACKARD BELL","Viseo 220DX bdm","CCFL"
"PACKARD BELL","VT900","CCFL"
"PACKARD BELL","CT900PM","CCFL"
"PACKARD BELL","Viseo 243Dbd","LED"
"PACKARD BELL","ET.WK1HE.010","CCFL"
"PACKARD BELL","UM.VQ6EE.005","LED"
"PACKARD BELL","Viseo 190 LED","LED"
"PACKARD BELL","Viseo 243DAbid","LED"
"PACKARD BELL","Callisto 190","CCFL"
"PACKARD BELL","UM.HK3EE.005","LED"
"PACKARD BELL","Callisto 170","CCFL"
"PACKARD BELL","Viseo 200Ws B","CCFL"
"PACKARD BELL","Viseo 230WS bd","CCFL"
"PACKARD BELL","Maestro 226DXbd","LED"
"PACKARD BELL","Maestro 240 LED HD Blanc","LED"
"PACKARD BELL","Maestro 200W","CCFL"
"PACKARD BELL","Viseo 222WS","CCFL"
"PACKARD BELL","Viseo 220DX bd","CCFL"
"PACKARD BELL","Viseo 200T TOUCH","CCFL"
"PACKARD BELL","ET.FQ3HE.008","LED"
"PACKARD BELL","ET.D030C.001","CCFL"
"PACKARD BELL","Maestro 242DX","CCFL"
"PACKARD BELL","Callisto 171","CCFL"
"PACKARD BELL","ET.DQ1HE.C01","CCFL"
"PACKARD BELL","ET.XQ1HE.004","CCFL"
"PACKARD BELL","Maestro 220W","CCFL"
"PACKARD BELL","Viseo 240DX","CCFL"
"PACKARD BELL","Viseo 191 LED DVI","LED"
"PACKARD BELL","ET.UQ1HE.001","CCFL"
"PACKARD BELL","Viseo 240DXbd","CCFL"
"PACKARD BELL","UM.VQ5EE.001","LED"
"PACKARD BELL","ET.XK1HE.015","LED"
"PACKARD BELL","UM.WK3EE.005","LED"
"PACKARD BELL","ET.DQ1HE.001","CCFL"
"PACKARD BELL","Viseo 220DX Ab","CCFL"
"PACKARD BELL","Callisto 191","CCFL"
"PACKARD BELL","Maestro 225DXLbd","LED"
"PACKARD BELL","ET.WK0HE.A02","CCFL"
"PACKARD BELL","UM.WQ6EE.001","LED"
"PACKARD BELL","Viseo 230WS VGA","CCFL"
"PACKARD BELL","ET.FQ3HE.004","LED"
"PACKARD BELL","Maestro 221W","CCFL"
"PACKARD BELL","Maestro 235Dlbd","LED"
"PACKARD BELL","CT700PM","CCFL"
"PACKARD BELL","Viseo F200DXbmjjz","LED"
"PACKARD BELL","ET.VQ1HE.007","CCFL"
"PACKARD BELL","Viseo 200Ws VGA","CCFL"
"PACKARD BELL","ET.WK1HE.004","CCFL"
"PACKARD BELL","Maestro 240 LED HDMI","LED"
"PACKARD BELL","Viseo 230WS DVI","CCFL"
"PACKARD BELL","ET.VQ1HE.004","CCFL"
"PACKARD BELL","Maestro 191W","CCFL"
"PACKARD BELL","ET.UK0HE.003","CCFL"
"PACKARD BELL","UM.WQ5EE.001","LED"
"PACKARD BELL","ET.WK1HE.007","CCFL"
"PACKARD BELL","Viseo 203DXb","LED"
"PACKARD BELL","Viseo 190WB","CCFL"
"PACKARD BELL","Viseo 220DX bm","CCFL"
"PACKARD BELL","Maestro 236Dbmid","LED"
"PACKARD BELL","Maestro 190 W","CCFL"
"PACKARD BELL","ET.XK1HE.012","LED"
"PACKARD BELL","ET.DQ1HE.008","CCFL"
"PACKARD BELL","FT500","CCFL"
"PACKARD BELL","ET.XK0HE.B04","CCFL"
"PACKARD BELL","UM.IK3EE.001","LED"
"PACKARD BELL","Viseo 191 LED Audio","LED"
"PACKARD BELL","Viseo 223DXbd","LED"
"PACKARD BELL","ET.WQ3HE.003","LED"
"PACKARD BELL","ET.WQ3HE.004","LED"
"PACKARD BELL","Maestro 220 LED HDMI","LED"
"PACKARD BELL","UM.VK3EE.001","LED"
"PACKARD BELL","224 WS DVI","CCFL"
"PACKARD BELL","Maestro 240W","CCFL"
"PACKARD BELL","UM.FK3EE.001","LED"
"PACKARD BELL","Viseo 200WS DVI","CCFL"
"PACKARD BELL","Virtuoso 190","CCFL"
"PACKARD BELL","Viseo 223DXb","LED"
"PACKARD BELL","Viseo 191WS","CCFL"
"PACKARD BELL","Viseo 191 LED","LED"
"PACKARD BELL","ET.UK0HE.006","CCFL"
"PACKARD BELL","UM.WK3EE.001","LED"
"PACKARD BELL","Viseo 190W","CCFL"
"PACKARD BELL","ET.XK1HE.008","LED"
"PACKARD BELL","Virtuoso 170","CCFL"
"PACKARD BELL","Viseo 220W","CCFL"
"PACKARD BELL","Maestro 220 LED DVI","LED"
"PACKARD BELL","UM.HK3EE.001","LED"
"PACKARD BELL","ET.DQ1HE.B01","CCFL"
"PACKARD BELL","Viseo 273Dbid","LED"
"PACKARD BELL","ET.CK0HE.B02","CCFL"
"PACKARD BELL","Maestro 236Dbd","LED"
"PACKARD BELL","Viseo 190WB BM","CCFL"
"PACKARD BELL","ET.VQ4HE.003","LED"
"PACKARD BELL","Viseo 223WS","CCFL"
"PACKARD BELL","ET.VK1HE.001","CCFL"
"PACKARD BELL","Viseo 223WSDV","CCFL"
"PACKARD BELL","Viseo 193WS","CCFL"
"PACKARD BELL","ET.DQ1HE.004","CCFL"
"PACKARD BELL","Viseo 193WSDV","CCFL"
"PANASONIC","TX-P50G30E",NULL
"PANASONIC","TX-L42EW5E","LED"
"PANASONIC","TX-L42EW5","LED"
"PANASONIC","TX-L47EW5E","LED"
"PANASONIC","TX-L47EW5","LED"
"PANASONIC","TX-32LX700F","CCFL"
"PANASONIC","TX-P42S20ES",NULL
"PANASONIC","TX-L55ETW60","LED"
"PANASONIC","TX-P65VT60T",NULL
"PANASONIC","TX-L37EW5ES","LED"
"PANASONIC","TX-L37EW5S","LED"
"PANASONIC","TX-40DXM715","LED"
"PANASONIC","TX-L32EW5","LED"
"PANASONIC","TX-L32EW5E","LED"
"PANASONIC","TX-L42EW5S","LED"
"PANASONIC","TX-L42EW5ES","LED"
"PANASONIC","TX32CS600W","LED"
"PANASONIC","TX-32CS600EW","LED"
"PANASONIC","TX-L55ETW60E","LED"
"PANASONIC","TX-P50UT30E",NULL
"PANASONIC","TX-L50EM6","LED"
"PANASONIC","TX-L42WT50E","LED"
"PANASONIC","TX-L42WT50","LED"
"PANASONIC","TX-L50EM6E","LED"
"PANASONIC","TX-L39EM6","LED"
"PANASONIC","TX-L39EM6E","LED"
"PANASONIC","TX-L32EM6","LED"
"PANASONIC","TX55CXW704","LED"
"PANASONIC","TX-55CXW704","LED"
"PANASONIC","TX-L32EM6E","LED"
"PANASONIC","TX-L42E6EW","LED"
"PANASONIC","TX-L24C5","CCFL"
"PANASONIC","TX-L26X20E","CCFL"
"PANASONIC","TX-32DW334","LED"
"PANASONIC","TX-L24C5E","CCFL"
"PANASONIC","TX-P50XT50",NULL
"PANASONIC","TX-P50XT50E",NULL
"PANASONIC","TX-P42XT50",NULL
"PANASONIC","TX-P42XT50E",NULL
"PANASONIC","TX-L42E6W","LED"
"PANASONIC","TX-L42E6EW Blanc","LED"
"PANASONIC","TX-L39E6EW","LED"
"PANASONIC","TX-L39E6W","LED"
"PANASONIC","TX-P55STW60",NULL
"PANASONIC","TX-32LX600F","CCFL"
"PANASONIC","TX40DS630","LED"
"PANASONIC","TX55DS352","LED"
"PANASONIC","TX-P55STW60E",NULL
"PANASONIC","TX-P55STW50",NULL
"PANASONIC","TX-L39E6EW Blanc","LED"
"PANASONIC","TX-L42E6EK","LED"
"PANASONIC","TX-P42X25E",NULL
"PANASONIC","TX-L42E6K","LED"
"PANASONIC","TX-L42E6EK Noir","LED"
"PANASONIC","TX-L39E6EK","LED"
"PANASONIC","TX-L39E6K","LED"
"PANASONIC","TX65CZ950",NULL
"PANASONIC","TX-65CZ950E",NULL
"PANASONIC","TX-55DS352E","LED"
"PANASONIC","TX-P50STW50",NULL
"PANASONIC","TH-65PZ700E",NULL
"PANASONIC","TX-L32S20ES","CCFL"
"PANASONIC","TX-L39E6EK Noir","LED"
"PANASONIC","TX-L32EW30E","LED"
"PANASONIC","TX50AX800T","LED"
"PANASONIC","TX-50AX800T","LED"
"PANASONIC","TX-L32EW30","LED"
"PANASONIC","TX-L32EW30ES","LED"
"PANASONIC","TX-37LZD70F","CCFL"
"PANASONIC","TX55CS520","LED"
"PANASONIC","TX-55CS520E","LED"
"PANASONIC","TX-L32EW30S","LED"
"PANASONIC","TX58DX780","LED"
"PANASONIC","TX-32LXD76F","CCFL"
"PANASONIC","TH-50PX720E",NULL
"PANASONIC","TX-50DX780E","LED"
"PANASONIC","TX50DX780","LED"
"PANASONIC","TX55DX650","LED"
"PANASONIC","TX-L47FT60","LED"
"PANASONIC","TH-42PY70",NULL
"PANASONIC","TH-50PY70",NULL
"PANASONIC","TX24CSW504","LED"
"PANASONIC","TX-24CSW504","LED"
"PANASONIC","TX32CSW514S","LED"
"PANASONIC","TX-32CSW514S","LED"
"PANASONIC","TX32CSW514","LED"
"PANASONIC","TX-32CSW514","LED"
"PANASONIC","TX40CSW524","LED"
"PANASONIC","TX-40CSW524","LED"
"PANASONIC","TX50CSW524S","LED"
"PANASONIC","TX-55DX650E","LED"
"PANASONIC","TX-L47FT60E","LED"
"PANASONIC","TX49DX650","LED"
"PANASONIC","TX-L42FT60","LED"
"PANASONIC","TX-40DX600E","LED"
"PANASONIC","TX-50CSW524S","LED"
"PANASONIC","TX-L42FT60E","LED"
"PANASONIC","TX65DX750","LED"
"PANASONIC","TX50CSW524","LED"
"PANASONIC","TX-50CSW524","LED"
"PANASONIC","TX55CSW524","LED"
"PANASONIC","TX-55CSW524","LED"
"PANASONIC","TX55CXW684","LED"
"PANASONIC","TX-65DX750E","LED"
"PANASONIC","TX58DX750","LED"
"PANASONIC","TX-55CXW684","LED"
"PANASONIC","TX40CXW684","LED"
"PANASONIC","TX-40CXW684","LED"
"PANASONIC","TX55CRW434","LED"
"PANASONIC","TX-55CRW434","LED"
"PANASONIC","TX-49DX650E","LED"
"PANASONIC","TX65CXW704","LED"
"PANASONIC","TX-58DX750F","LED"
"PANASONIC","TX-P50VT60T",NULL
"PANASONIC","TX-65CXW704","LED"
"PANASONIC","TX50DX750","LED"
"PANASONIC","TX-P42X25",NULL
"PANASONIC","TX-50DX750F","LED"
"PANASONIC","TX32DS600","LED"
"PANASONIC","TX-40DX730E","LED"
"PANASONIC","TH-42PA40E",NULL
"PANASONIC","TX-58DX730E","LED"
"PANASONIC","TX58DX730","LED"
"PANASONIC","TX-24DS500E","LED"
"PANASONIC","TX24DS500","LED"
"PANASONIC","TX-32DS500E","LED"
"PANASONIC","TX65CR730","LED"
"PANASONIC","TX32DS500","LED"
"PANASONIC","TX-65CR730E","LED"
"PANASONIC","TX55CR730","LED"
"PANASONIC","TH-42PV71F",NULL
"PANASONIC","TH-37PV71F",NULL
"PANASONIC","TX-55CR730E","LED"
"PANASONIC","TH-50PV71F",NULL
"PANASONIC","TX65DX900","LED"
"PANASONIC","TX-65DX900E","LED"
"PANASONIC","TX-40DS500E","LED"
"PANASONIC","TX24CW304","LED"
"PANASONIC","TX-24CW304","LED"
"PANASONIC","TX40DS500","LED"
"PANASONIC","TX58DX900","LED"
"PANASONIC","TX-58DX900E","LED"
"PANASONIC","TX-49DS500E","LED"
"PANASONIC","TX-P37X25E",NULL
"PANASONIC","TX-L32C20ES","CCFL"
"PANASONIC","TH-46PZ85E",NULL
"PANASONIC","TX-58DX780E","LED"
"PANASONIC","TH-37PV60EH",NULL
"PANASONIC","TX48AX631","LED"
"PANASONIC","TX-48AX631E","LED"
"PANASONIC","TX49DS352","LED"
"PANASONIC","TX-49DS352E","LED"
"PANASONIC","TX55CS630","LED"
"PANASONIC","TX-55CS630E","LED"
"PANASONIC","TX-L42WT50T","LED"
"PANASONIC","TX-P42S30E",NULL
"PANASONIC","TX-L42EW6EK","LED"
"PANASONIC","TX-L42EW6K","LED"
"PANASONIC","TX49DS500","LED"
"PANASONIC","TX65CX410","LED"
"PANASONIC","TX-65CX410E","LED"
"PANASONIC","TX-55DS500E","LED"
"PANASONIC","TX55DS500","LED"
"PANASONIC","TX40CSW614W","LED"
"PANASONIC","TX-40CSW614W","LED"
"PANASONIC","TH-42PX80E",NULL
"PANASONIC","TH42PX80E",NULL
"PANASONIC","TH-37PX80E",NULL
"PANASONIC","TH37PX80E",NULL
"PANASONIC","TH-42PZ80E",NULL
"PANASONIC","TH-50PX80E",NULL
"PANASONIC","TH-46PZ80E",NULL
"PANASONIC","TH46PZ80",NULL
"PANASONIC","TH-50PZ80E",NULL
"PANASONIC","TH-42PZ85E",NULL
"PANASONIC","TH42PZ85E",NULL
"PANASONIC","TH-50PZ85E",NULL
"PANASONIC","TH-42PZ800E",NULL
"PANASONIC","TH42PZ800E",NULL
"PANASONIC","TH-46PZ800E",NULL
"PANASONIC","TH-50PZ800E",NULL
"PANASONIC","TH50PZ800E",NULL
"PANASONIC","TH-58PZ800E",NULL
"PANASONIC","TH58PZ800E",NULL
"PANASONIC","TH-37PX70E",NULL
"PANASONIC","TX-P65ST60",NULL
"PANASONIC","TX-P65ST60E",NULL
"PANASONIC","TX-P55ST60",NULL
"PANASONIC","TX-P55ST60E",NULL
"PANASONIC","TX-P50ST60",NULL
"PANASONIC","TH-37PX7E",NULL
"PANASONIC","TH-42PX7E",NULL
"PANASONIC","TH42PX7E",NULL
"PANASONIC","TH-50PX7E",NULL
"PANASONIC","TX-26LED7F","CCFL"
"PANASONIC","TXP55VT60T",NULL
"PANASONIC","TX40CSW524S","LED"
"PANASONIC","TX-PF42S30",NULL
"PANASONIC","TX-40CSW524S","LED"
"PANASONIC","TX-P50ST60E",NULL
"PANASONIC","TX-P42ST60",NULL
"PANASONIC","TX-P42ST60E",NULL
"PANASONIC","TX-50DXE720","LED"
"PANASONIC","TX50DXE720","LED"
"PANASONIC","TX-58DXE720","LED"
"PANASONIC","TX58DXE720","LED"
"PANASONIC","TX-40DXW734","LED"
"PANASONIC","TX-L32UX3E","CCFL"
"PANASONIC","TX40CXW704","LED"
"PANASONIC","TX-40CXW704","LED"
"PANASONIC","TX-L37UX3E","CCFL"
"PANASONIC","TX-P60ZT60",NULL
"PANASONIC","TX-L42EW6EK Noir","LED"
"PANASONIC","TX-PF42G30",NULL
"PANASONIC","TX-P60ZT60E",NULL
"PANASONIC","TX-P65VT60",NULL
"PANASONIC","TX-P65VT60E",NULL
"PANASONIC","TX-P55VT60",NULL
"PANASONIC","TX-L32X25E","CCFL"
"PANASONIC","TX-P55VT60E",NULL
"PANASONIC","TH-37PX8E",NULL
