"brand_name","model_name","bkl_type"
"AOC","q2963Pm","LED"
"AOC","myMulti-Play","LED"
"AOC","AGON AG322QCX","LED"
"AOC","AG322QCX","LED"
"AOC","AGON AG272FCX","LED"
"AOC","AG272FCX","LED"
"AOC","I2472PWHUT/BK","LED"
"AOC","e970Swn","LED"
"AOC","e2250Sd","LED"
"AOC","e960Sda","LED"
"AOC","1619SWA","CCFL"
"AOC","1619Swa","CCFL"
"AOC","I2280SWD","LED"
"AOC","2216Sw","CCFL"
"AOC","2216SW","CCFL"
"AOC","27P2C","LED"
"AOC","AG322FCX","LED"
"AOC","24P2C","LED"
"AOC","27E2QAE","LED"
"AOC","e2470Swh","LED"
"AOC","g2460Pf","LED"
"AOC","G2770PF","LED"
"AOC","2341Va","CCFL"
"AOC","U28P2A","LED"
"AOC","AGON AG251FG","LED"
"AOC","PDS271","LED"
"AOC","Q2577PWQ","LED"
"AOC","U32P2","LED"
"AOC","e950Swda","LED"
"AOC","e2260Phu","LED"
"AOC","i2470Swq","LED"
"AOC","p2460Pxqu","LED"
"AOC","m2752V","LED"
"AOC","24G2AE/BK","LED"
"AOC","CQ27G3SUBK","LED"
"AOC","831S","CCFL"
"AOC","24G2AE BK","LED"
"AOC","i2367Fm","LED"
"AOC","e2260Pwhu","LED"
"AOC","G2778VQ","LED"
"AOC","E2436Va","LED"
"AOC","e2260Swda","LED"
"AOC","CQ27G3SU/BK","LED"
"AOC","Q32P2CA","LED"
"AOC","e2436Va","LED"
"AOC","27G2AE/BK","LED"
"AOC","E2236Swa","LED"
"AOC","27G2AE BK","LED"
"AOC","CQ32G2SE/BK","LED"
"AOC","I2770PQ/BK","LED"
"AOC","TV2054-2Ea","CCFL"
"AOC","e2752Pqu","LED"
"AOC","e960Pda","LED"
"AOC","CQ32G2SE BK","LED"
"AOC","e960Prda","LED"
"AOC","e2060Swda","LED"
"AOC","e2360Sda","LED"
"AOC","e2060Pwda","LED"
"AOC","U32E2N","LED"
"AOC","16T2","LED"
"AOC","G2260VWQ6","LED"
"AOC","G2460VQ6","LED"
"AOC","d2769Vh","LED"
"AOC","e2360Pda","LED"
"AOC","M2060pwda2","LED"
"AOC","p2370Sh","LED"
"AOC","U28G2AE/BK","LED"
"AOC","U28G2AEBK","LED"
"AOC","i2360Phu","LED"
"AOC","27B2AM","LED"
"AOC","X24P1/GR","LED"
"AOC","X24P1GR","LED"
"AOC","E936Swa","LED"
"AOC","C27G3UBK","LED"
"AOC","C27G3U/BK","LED"
"AOC","AGON AG254FG","LED"
"AOC","AG254FG","LED"
"AOC","C32G3AEBK","LED"
"AOC","d2367Ph","LED"
"AOC","C32G3AE/BK","LED"
"AOC","I2775PQU/GR","LED"
"AOC","2230Fh","CCFL"
"AOC","q3277Pqu","LED"
"AOC","U3277PQU","LED"
"AOC","i2269Vwm","LED"
"AOC","i2769Vm","LED"
"AOC","e2060Swd","LED"
"AOC","e2461Fwh","LED"
"AOC","m2752Vh","LED"
"AOC","E2475PWJ","LED"
"AOC","E2275SWJ","LED"
"AOC","e2495Sd","LED"
"AOC","e2495Sh","LED"
"AOC","e2350Sa","LED"
"AOC","CQ32G3SUBK","LED"
"AOC","CQ32G3SU/BK","LED"
"AOC","i2473Pwy","LED"
"AOC","197Vk2","CCFL"
"AOC","U27V4EA","LED"
"AOC","i2476Vwm","LED"
"AOC","LE42K0D7D","LED"
"AOC","2436Vwa","CCFL"
"AOC","i2276Vwm","LED"
"AOC","24V2Q","LED"
"AOC","i2770Vhe","LED"
"AOC","u3477Pqu","LED"
"AOC","24G2U5BK","LED"
"AOC","i2367fh","LED"
"AOC","2236Swa","CCFL"
"AOC","24G2U5/BK","LED"
"AOC","L37W551B","CCFL"
"AOC","e2250Swnk","LED"
"AOC","V22 Verfino bleu","LED"
"AOC","e2260Sda","LED"
"AOC","e2460Pq/BK","LED"
"AOC","V22 Verfino rouge","LED"
"AOC","Q34E2A","LED"
"AOC","24P1GR","LED"
"AOC","24P1/GR","LED"
"AOC","U32U1","LED"
"AOC","G2790VXA","LED"
"AOC","G2490VXA","LED"
"AOC","e2260Pwda","LED"
"AOC","U27P2","LED"
"AOC","Q2790PQE","LED"
"AOC","Q27P2Q","LED"
"AOC","Q24P2Q","LED"
"AOC","C32G2ZEBK","LED"
"AOC","C32G2ZE/BK","LED"
"AOC","AG251FZ2E","LED"
"AOC","e2261Fwh","LED"
"AOC","E2475SWJ","LED"
"AOC","AGON AG251FZ2E","LED"
"AOC","22P2DU","LED"
"AOC","27P2Q","LED"
"AOC","24P2Q","LED"
"AOC","22P2Q","LED"
"AOC","2434Pw","CCFL"
"AOC","AGON AG493UCX","LED"
"AOC","AG493UCX","LED"
"AOC","L26W781B","CCFL"
"AOC","27B2DA","LED"
"AOC","g2460Pg","LED"
"AOC","27G2/BK","LED"
"AOC","Q32E2N","LED"
"AOPEN","UM.JW2EE.P01","LED"
"AOPEN","32HC2QURP","LED"
"AOPEN","32HC2QURPbmiiphx","LED"
"AOPEN","22CV1Q","LED"
"AOPEN","27HC5RPbiipx","LED"
"AOPEN","UM.WC1EE.003","LED"
"AOPEN","27HC2URPbmiiphx","LED"
"AOPEN","UM.UW1EE.P01","LED"
"AOPEN","32HC1QURPbidp","LED"
"AOPEN","27HC5RZbmiiphx","LED"
"AOPEN","UM.HW1EE.P01","LED"
"AOPEN","32HC5QRZbmiiphx","LED"
"AOPEN","32HC5QRZ","LED"
"AOPEN","24CL1Y","LED"
"AOPEN","UM.JW5EE.Z01","LED"
"AOPEN","27HC1RP","LED"
"AOPEN","27HC1RPbidpx","LED"
"AOPEN","32HC1QURP","LED"
"AOPEN","32HC5QRPbiipx","LED"
"AOPEN","UM.HW2EE.P02","LED"
"AOPEN","43XV1CP","LED"
"AOPEN","27HC2URP","LED"
"AOPEN","32HC5QRP","LED"
"AOPEN","UM.JW5EE.P01","LED"
"AOPEN","UM.MX1EE.P05","LED"
"AOPEN","22CV1Qbi","LED"
"AOPEN","24HC1QRP","LED"
"AOPEN","UM.HW5EE.P01","LED"
"AOPEN","24HC1QRPbidpx","LED"
"AOPEN","UM.QE1EE.006","LED"
"AOPEN","27HC5RP","LED"
"AOPEN","UM.JW1EE.P01","LED"
"AOPEN","24CL1Ybi","LED"
"AORUS","FI27Q-P","LED"
"AORUS","FI27Q-EK","LED"
"AORUS","CV27F","LED"
"AORUS","FI32Q-EU","LED"
"AORUS","FI32Q","LED"
"AORUS","20VM0-AFI32UBA-1EKR","LED"
"AORUS","FV43U","LED"
"AORUS","CV27Q","LED"
"AORUS","20VM0-ACV27FBA-1EKR","LED"
"AORUS","CV27Q-EK","LED"
"AORUS","FI27Q","LED"
"AORUS","FI27Q-X","LED"
"AORUS","FI27QX","LED"
"AORUS","FI32QX","LED"
"AORUS","FI32Q-X","LED"
"AORUS","FO48U",NULL
"AORUS","FI32U","LED"
"AORUS","FI32U-EK","LED"
"AORUS","AD27QD","LED"
"AORUS","FI25F","LED"
"AORUS","FI27QP","LED"
"AORUS","KD25F","LED"
"APPLE","MC914ZE/B","LED"
"APPLE","MC914ZM/A","LED"
"APPLE","Thunderbolt Display ZM/A","LED"
"APPLE","M9179ZM/A - M9179B/A","CCFL"
"APPLE","Cinema Display 20""","CCFL"
"APPLE","Pro Display XDR","LED"
"APPLE","M9178ZM/A","CCFL"
"APPLE","Pro Display XDR Nano Texturé","LED"
"APPLE","Cinema Display 23""","CCFL"
"APPLE","MC914DS/B","LED"
"APPLE","MB382ZM/A","LED"
"APPLE","Pro Display XDR Standard Glass","LED"
"APPLE","MC914ZM/B","LED"
"APPLE","LED 24 Cinema Display","LED"
"APPLE","XDR Standard Glass","LED"
"APPLE","Thunderbolt Display ZM/B","LED"
"APPLE","MC007ZM/A","LED"
"APPLE","LED 27 Cinema Display","LED"
"APPLE","MWPE2D/A","LED"
"APPLE","MC007B/A","LED"
"APPLE","MC007DS/A","LED"
"APPLE","Cinema Display 30""","CCFL"
"APPLE","M9177ZM/A - M9177F/A","CCFL"
"ARIELLI","LED32DN6T2","LED"
"ARIELLI","LED32DN5T2","LED"
"ARIELLI","LED24DN6T2","CCFL"
"ARTECH","TV720","CCFL"
"ARTECH","TV801","CCFL"
"ASHATA","YFD9ANCU5K-01","LED"
"ASUS","VG278HR","LED"
"ASUS","PG32UQ","LED"
"ASUS","ROG Swift PG32UQ","LED"
"ASUS","ZenScreen MB16AC","LED"
"ASUS","MB16AC","LED"
"ASUS","MW221C","CCFL"
"ASUS","90LM43110201021C","CCFL"
"ASUS","VB172D","CCFL"
"ASUS","90LM41101500001C","CCFL"
"ASUS","90LMB5101T00021C","LED"
"ASUS","90LMGB001R010O1C","LED"
"ASUS","VX238H","LED"
"ASUS","90LMGB001R01021C","LED"
"ASUS","VX238T","LED"
"ASUS","VE278N","LED"
"ASUS","VT168H","LED"
"ASUS","90LM029E-B01370","LED"
"ASUS","BE24AQLB-G","LED"
"ASUS","VB172T","CCFL"
"ASUS","90LM41101501021C","CCFL"
"ASUS","VX229H","LED"
"ASUS","LS201D","CCFL"
"ASUS","90LM01XE-B01370","LED"
"ASUS","BE229QLB-G","LED"
"ASUS","90LM02H0-B01170","LED"
"ASUS","VP229HA","LED"
"ASUS","Designo MX279H","LED"
"ASUS","MX279H","LED"
"ASUS","90LMGC051L010O1C","LED"
"ASUS","Designo MX239H","LED"
"ASUS","90LM01L0-B02370","LED"
"ASUS","VP247HA","LED"
"ASUS","MX239H","LED"
"ASUS","90LM02QC-B01670","LED"
"ASUS","VZ249H","LED"
"ASUS","VW198S","CCFL"
"ASUS","90LM48101501001C","CCFL"
"ASUS","VG245H","LED"
"ASUS","VA24DQSB","LED"
"ASUS","90LM054J-B01370","LED"
"ASUS","VY249HE-W","LED"
"ASUS","VY249HEW","LED"
"ASUS","90LM06A4-B01A70","LED"
"ASUS","XG279Q-W","LED"
"ASUS","ROG Strix XG279QW","LED"
"ASUS","90LM05D4-B01370","LED"
"ASUS","VL249HE","LED"
"ASUS","90LME1101T00021C","LED"
"ASUS","VX207TE","LED"
"ASUS","VS238N","LED"
"ASUS","VW195S","CCFL"
"ASUS","90LM49101501001C","CCFL"
"ASUS","ROG Swift PG248Q","LED"
"ASUS","PG248Q","LED"
"ASUS","90LMD8001T02231C","LED"
"ASUS","VS228HR","LED"
"ASUS","90LM0010-B03170","LED"
"ASUS","VS207DE","LED"
"ASUS","90LMG1001Q21021C","LED"
"ASUS","MS238H","LED"
"ASUS","90LM92101N70061C","LED"
"ASUS","90LM00D0-B01170","LED"
"ASUS","VN248H","LED"
"ASUS","VW22ATL","LED"
"ASUS","90LMG1001Q01021C","LED"
"ASUS","90LM00I0-B01170","LED"
"ASUS","MB168B","LED"
"ASUS","90LM00J0-B0187","LED"
"ASUS","90LM0360-B01370","LED"
"ASUS","ROG Swift PG258Q","LED"
"ASUS","PG258Q","LED"
"ASUS","Designo MX27UC","LED"
"ASUS","MX27UC","LED"
"ASUS","Designo Curve MX34VQ","LED"
"ASUS","MX34VQ","LED"
"ASUS","90LM02G1-B01170","LED"
"ASUS","VT168N","LED"
"ASUS","PQ321QE","LED"
"ASUS","90LM00C0-B01170","LED"
"ASUS","PB298Q","LED"
"ASUS","90LM00Y1-B02370","LED"
"ASUS","90LM00Y1-B01370","LED"
"ASUS","VX207DE","LED"
"ASUS","MM19SE","CCFL"
"ASUS","VG27AQZ","LED"
"ASUS","VW22AT","LED"
"ASUS","TUF Gaming VG27AQZ","LED"
"ASUS","90LME4001T02251C","LED"
"ASUS","PA238QR","LED"
"ASUS","VS239HR","LED"
"ASUS","VK191S","CCFL"
"ASUS","90LM51101501201C","CCFL"
"ASUS","MK241H","CCFL"
"ASUS","90LM52101201241C","CCFL"
"ASUS","VK221D","CCFL"
"ASUS","VK191D","CCFL"
"ASUS","90LM51101500101C","CCFL"
"ASUS","90LM0503-B01370","LED"
"ASUS","90LM02D0-B01370","LED"
"ASUS","MG248Q","LED"
"ASUS","90LM01V0-B01370","LED"
"ASUS","BE249QLB","LED"
"ASUS","90LM02I1-B01170","LED"
"ASUS","PB277Q","LED"
"ASUS","90LM0180-B01170","LED"
"ASUS","MB169C+","LED"
"ASUS","MS208N","LED"
"ASUS","90LMA0101500021C","LED"
"ASUS","90LM01Y1-B01370","LED"
"ASUS","BE209TLB","LED"
"ASUS","90LM01Y1-B03370","LED"
"ASUS","BE209QLB","LED"
"ASUS","90LM02EC-B01170","LED"
"ASUS","MG24UQ","LED"
"ASUS","PM17TU","CCFL"
"ASUS","90LM01U0-B01670","LED"
"ASUS","VP239H","LED"
"ASUS","90LM05110801021C","CCFL"
"ASUS","90LM027C-B01170","LED"
"ASUS","MG28UQ","LED"
"ASUS","90LM02BB-B01670","LED"
"ASUS","Designo MX27UQ","LED"
"ASUS","MX27UQ","LED"
"ASUS","90LM0291-B01370","LED"
"ASUS","BE24AQLB","LED"
"ASUS","PW191","CCFL"
"ASUS","MK221H","CCFL"
"ASUS","90LM53101201241C","CCFL"
"ASUS","90LM01K0-B03170","LED"
"ASUS","VP228TE","LED"
"ASUS","90LMD9101T00001C","LED"
"ASUS","VS208DR","LED"
"ASUS","90LMD4001T02201C","LED"
"ASUS","VH228DE","LED"
"ASUS","90LM00E1-B01370","LED"
"ASUS","VN279QLB","LED"
"ASUS","VS24AH","LED"
"ASUS","90LMB4101QZ1021C","LED"
"ASUS","VE228TR","LED"
"ASUS","MM17T","CCFL"
"ASUS","Designo MX299Q","LED"
"ASUS","MX299Q","LED"
"ASUS","27T1E","CCFL"
"ASUS","90LM0040-B01370","LED"
"ASUS","PA279Q","LED"
"ASUS","PQ321Q","LED"
"ASUS","VW195D","CCFL"
"ASUS","90LM49101500001C","CCFL"
"ASUS","VS207N","LED"
"ASUS","MS208D","LED"
"ASUS","VX279Q","LED"
"ASUS","MM17D","CCFL"
"ASUS","VS208NR","LED"
"ASUS","90LM00F0-B02670","LED"
"ASUS","VX239H","LED"
"ASUS","90LM01E2-B01470","LED"
"ASUS","VC239H-W","LED"
"ASUS","VP279QGL","LED"
"ASUS","90LM01M0-B04170","LED"
"ASUS","VP278H","LED"
"ASUS","90LM01P0-B01670","LED"
"ASUS","Designo MX25AQ","LED"
"ASUS","MX25AQ","LED"
"ASUS","90LM01K0-B01170","LED"
"ASUS","VP228H","LED"
"ASUS","PA246Q","CCFL"
"ASUS","VW171D","CCFL"
"ASUS","90LM45101800001C","CCFL"
"ASUS","ProArt PA246Q","CCFL"
"ASUS","90LMC4151Q00081","CCFL"
"ASUS","90LM01D2-B01670","LED"
"ASUS","VC279H-W","LED"
"ASUS","90LM01M0-B03170","LED"
"ASUS","VP278Q","LED"
"ASUS","90LM01K0-B02170","LED"
"ASUS","VP228T","LED"
"ASUS","90LMC4150Q00081C","CCFL"
"ASUS","90LMC4150Q00082A","CCFL"
"ASUS","VK222H","CCFL"
"ASUS","90LM54101T01241C","CCFL"
"ASUS","90LM54101201241C","CCFL"
"ASUS","90LM54101231241K","CCFL"
"ASUS","VW221D","CCFL"
"ASUS","90LM61101500001C","CCFL"
"ASUS","VW195U","CCFL"
"ASUS","90LM49101201021C","CCFL"
"ASUS","VW161D","CCFL"
"ASUS","90LM62101800001C","CCFL"
"ASUS","VK222S","CCFL"
"ASUS","90LM54101201201C","CCFL"
"ASUS","90LM01L0-B02170","LED"
"ASUS","VP247T","LED"
"ASUS","90LM01L0-B01170","LED"
"ASUS","22T1EH","LED"
"ASUS","VP247H","LED"
"ASUS","90LMF6101Q01081C","LED"
"ASUS","VS278Q","LED"
"ASUS","90LME3001Q02231C","LED"
"ASUS","VS248HR","LED"
"ASUS","LS246H","CCFL"
"ASUS","VW223B","CCFL"
"ASUS","90LM57101500051C","CCFL"
"ASUS","90LM90100200061C","CCFL"
"ASUS","VW247H","LED"
"ASUS","90LMC8101T01041C","LED"
"ASUS","90LME9151T00041C","LED"
"ASUS","90LME6001T02231C","LED"
"ASUS","VG278HV","LED"
"ASUS","90LM01W0-B01370","LED"
"ASUS","BE239QLB","LED"
"ASUS","90LM01X0-B01370","LED"
"ASUS","BE229QLB","LED"
"ASUS","90LM77111QZ10D1C","LED"
"ASUS","VH238T","LED"
"ASUS","VP299CL","LED"
"ASUS","VA24ECE","LED"
"ASUS","XG249CM","LED"
"ASUS","ROG Strix XG249CM","LED"
"ASUS","BE27ACSBK","LED"
"ASUS","VW192D","CCFL"
"ASUS","90LMC3001Q02231C","LED"
"ASUS","VE248HR","LED"
"ASUS","VP349CGL","LED"
"ASUS","90LM07A3-B01170","LED"
"ASUS","VG30VQL1A","LED"
"ASUS","TUF Gaming VG30VQL1A","LED"
"ASUS","90LM07Q0-B01E70","LED"
"ASUS","VH226H","CCFL"
"ASUS","90LM70101201041C","CCFL"
"ASUS","90LM00G0-B01490","LED"
"ASUS","VX279N","LED"
"ASUS","90LM0230-B01370","LED"
"ASUS","ROG Swift PG279Q","LED"
"ASUS","PG279Q","LED"
"ASUS","90LM02A0-B01370","LED"
"ASUS","ROG Swift PG348Q","LED"
"ASUS","VW223D","CCFL"
"ASUS","90LM57101500001C","CCFL"
"ASUS","VB172TN","CCFL"
"ASUS","PG348Q","LED"
"ASUS","BE24WQLB","LED"
"ASUS","VW220D","CCFL"
"ASUS","90LM64101500001C","CCFL"
"ASUS","VW202SR","CCFL"
"ASUS","90LM56101501001C","CCFL"
"ASUS","LS221H","CCFL"
"ASUS","90LM63100220061C","CCFL"
"ASUS","MG278Q","LED"
"ASUS","MS228H","LED"
"ASUS","90LMA1101200061C","LED"
"ASUS","VX238H-W","LED"
"ASUS","ML249HR","LED"
"ASUS","VG278H","LED"
"ASUS","90LME6101T010NCE","LED"
"ASUS","90LM0183-B01170","LED"
"ASUS","MB169B+","LED"
"ASUS","90LM01I5-B01170","LED"
"ASUS","VX278Q","LED"
"ASUS","VB175T","CCFL"
"ASUS","90LM98101501021C","CCFL"
"ASUS","VW196D","CCFL"
"ASUS","90LME1001T02231C","LED"
"ASUS","VK192S","CCFL"
"ASUS","90LM58101501201C","CCFL"
"ASUS","VW193D-B","CCFL"
"ASUS","90LM33201500001C","CCFL"
"ASUS","VS238H-P","LED"
"ASUS","90LMGH001Q02251C","LED"
"ASUS","VK193D","CCFL"
"ASUS","90LM50101500101C","CCFL"
"ASUS","VK246H","CCFL"
"ASUS","90LM69101201241C","CCFL"
"ASUS","VW246H","CCFL"
"ASUS","90LM68101201041C","CCFL"
"ASUS","PB248Q","LED"
"ASUS","VS207D","LED"
"ASUS","90LM01I0-B01170","LED"
"ASUS","VX278H","LED"
"ASUS","VX278N","LED"
"ASUS","VE228DE","LED"
"ASUS","90LM01E0-B02170","LED"
"ASUS","VC239H","LED"
"ASUS","90LM06F0-B01170","LED"
"ASUS","TUF Gaming VG34VQL1B","LED"
"ASUS","VG34VQL1B","LED"
"ASUS","VW223T","CCFL"
"ASUS","90LM57101501021C","CCFL"
"ASUS","VW192G","CCFL"
"ASUS","90LM27101520001K","CCFL"
"ASUS","VW198T","CCFL"
"ASUS","90LM48101501021C","CCFL"
"ASUS","VW202NR","CCFL"
"ASUS","90LM56101500021C","CCFL"
"ASUS","ML248H","LED"
"ASUS","VW202B","CCFL"
"ASUS","90LM56101500051C","CCFL"
"ASUS","90LM00Y1-B02370","LED"
"ASUS","VS228H","LED"
"ASUS","90LMD8101T00061C","LED"
"ASUS","VX207NE","LED"
"ASUS","VS239H","LED"
"ASUS","90LMF0151T00041C-","LED"
"ASUS","VW227S","CCFL"
"ASUS","VW192DR","CCFL"
"ASUS","VK266H","CCFL"
"ASUS","90LM65101201361K - 90LM65101201361C","CCFL"
"ASUS","90LMG2051T01041C","LED"
"ASUS","VG23AH","LED"
"ASUS","VW225N","CCFL"
"ASUS","90LM60101500021C","CCFL"
"ASUS","VH222TL","CCFL"
"ASUS","90LM73101541021C","CCFL"
"ASUS","VE198T","LED"
"ASUS","90LMB9101Q01021C","LED"
"ASUS","90LMB9001Q0221JT","LED"
"ASUS","VW197DR","LED"
"ASUS","VH228D","LED"
"ASUS","90LMD4101T01001C","LED"
"ASUS","VS197D","LED"
"ASUS","90LMF1101T00001C","LED"
"ASUS","VH242HL","CCFL"
"ASUS","90LM72101541041C","CCFL"
"ASUS","90LM0575-B01170","LED"
"ASUS","VW228TLB","LED"
"ASUS","90LMB8101N21091C","LED"
"ASUS","TUF Gaming VG24VQE","LED"
"ASUS","90LM02CC-B011370","LED"
"ASUS","ProArt PA329Q","LED"
"ASUS","VS198D","LED"
"ASUS","PA329Q","LED"
"ASUS","VW220T","CCFL"
"ASUS","90LM64101501021C","CCFL"
"ASUS","90LM01D0-B01670","LED"
"ASUS","VC279H","LED"
"ASUS","VK193SE","CCFL"
"ASUS","90LM50101N51101C","CCFL"
"ASUS","90LMF5001Q01241C","LED"
"ASUS","VK248H","LED"
"ASUS","VE198S","LED"
"ASUS","90LMB9100Q01001C","LED"
"ASUS","VH208D","LED"
"ASUS","90LMD3101T00001C","LED"
"ASUS","VW199DR","LED"
"ASUS","90LMC7101TR0001C","LED"
"ASUS","VW226TL","CCFL"
"ASUS","90LMA3101Q41021C","CCFL"
"ASUS","90LMA3101Q01021C","CCFL"
"ASUS","VW226T","CCFL"
"ASUS","VS247N","LED"
"ASUS","VG24VQE","LED"
"ASUS","90LM98101500001C","CCFL"
"ASUS","VB175D","CCFL"
"ASUS","90LMD2101T21021C","LED"
"ASUS","VW248TLB","LED"
"ASUS","90LMA2101T41021C","CCFL"
"ASUS","VB195TL","CCFL"
"ASUS","90LM99101501021C","CCFL"
"ASUS","VW196T","CCFL"
"ASUS","90LM99001T51021C","CCFL"
"ASUS","VW196TL","CCFL"
"ASUS","90LME7101T01021C","LED"
"ASUS","VB198T","LED"
"ASUS","VE276N","CCFL"
"ASUS","90LMA5001T00021C","CCFL"
"ASUS","VA278Q","LED"
"ASUS","VW196S","CCFL"
"ASUS","90LM99101501001C","CCFL"
"ASUS","90LMD9101N00021C","LED"
"ASUS","VS208N","LED"
"ASUS","24T1EH","LED"
"ASUS","90LM78101QZ10D1C","LED"
"ASUS","90LMB3101Q01021C","LED"
"ASUS","VE208T","LED"
"ASUS","VW197D","LED"
"ASUS","90LMC6101T00001C","LED"
"ASUS","VE248H","LED"
"ASUS","VW266H","CCFL"
"ASUS","90LM66101201061C","CCFL"
"ASUS","90LMC3101Q01041C","LED"
"ASUS","VH242S","CCFL"
"ASUS","90LM72101501001","CCFL"
"ASUS","90LMGG901Q022E1C","LED"
"ASUS","VK246U","CCFL"
"ASUS","VG248QG","LED"
"ASUS","90LME9201Q02211C","LED"
"ASUS","VS229NA-W","LED"
"ASUS","VW199D","LED"
"ASUS","90LMC7101T00001C","LED"
"ASUS","VB195T","CCFL"
"ASUS","VH232T","CCFL"
"ASUS","90LM80101501021C","CCFL"
"ASUS","90LMA2101T01021C","CCFL"
"ASUS","90LM01B0-B01470","LED"
"ASUS","PB258Q","LED"
"ASUS","90LM01A0-B01370","LED"
"ASUS","PB328Q","LED"
"ASUS","ProArt PQ22UC",NULL
"ASUS","PQ22UC",NULL
"ASUS","PG191","CCFL"
"ASUS","90LM0134-B018B0","LED"
"ASUS","PT201Q","LED"
"ASUS","ProArt PA32UCX","LED"
"ASUS","PA32UCX","LED"
"ASUS","ProArt PA27UCX","LED"
"ASUS","PA27UCX","LED"
"ASUS","ROG Swift PG27UQX","LED"
"ASUS","VW246U","CCFL"
"ASUS","PG27UQX","LED"
"ASUS","90LM931015A10D1C","CCFL"
"ASUS","VA279HAL","LED"
"ASUS","ROG Swift PG349Q","LED"
"ASUS","PG349Q","LED"
"ASUS","90LM00G2-B01670","LED"
"ASUS","90LM03L0-B01170","LED"
"ASUS","90LM05Q3-B01370","LED"
"ASUS","ROG Swift PG259QNR","LED"
"ASUS","PG259QNR","LED"
"ASUS","VX279N-W","LED"
"ASUS","TUF Gaming VG289Q1A","LED"
"ASUS","90LM05B0-B02170","LED"
"ASUS","VP249HR","LED"
"ASUS","VW195DL","CCFL"
"ASUS","VG249Q","LED"
"ASUS","TUF Gaming VG249Q","LED"
"ASUS","90LM49101540001C","CCFL"
"ASUS","VW202SL","CCFL"
"ASUS","90LM56101541001C","CCFL"
"ASUS","90LMGF101T02271C","LED"
"ASUS","VN247HA","LED"
"ASUS","VK226H","CCFL"
"ASUS","90LM0190-B01670","LED"
"ASUS","Designo MX259H","LED"
"ASUS","VG279QR","LED"
"ASUS","MX259H","LED"
"ASUS","VG236H","CCFL"
"ASUS","90LMA4111TN0071C","CCFL"
"ASUS","VG236HE","CCFL"
"ASUS","90LMA4111T00071C","CCFL"
"ASUS","VW225NL","CCFL"
"ASUS","90LM60101540021C - 90LM60101560021C","CCFL"
"ASUS","VS229DA-W","LED"
"ASUS","VG279QM","LED"
"ASUS","TUF Gaming VG279QM","LED"
"ASUS","90LM05H0-B01370","LED"
"ASUS","VP249QGR","LED"
"ASUS","90LM03L0-B03170","LED"
"ASUS","XG279Q","LED"
"ASUS","ROG Strix XG279Q","LED"
"ASUS","90LM05D0-B01370","LED"
"ASUS","VG27WQ","LED"
"ASUS","TUF Gaming VG27WQ","LED"
"ASUS","90LM05F0-B01E70","LED"
"ASUS","TUF Gaming VG279QR","LED"
"ASUS","90LM04G0-B03370","LED"
"ASUS","VG259QR","LED"
"ASUS","TUF Gaming VG259QR","LED"
"ASUS","90LM0530-B03370","LED"
"ASUS","90LM00G2-B01470","LED"
"ASUS","VX279H-W","LED"
"ASUS","VP247NA","LED"
"ASUS","XG27UQ","LED"
"ASUS","ROG Strix XG27UQ","LED"
"ASUS","90LM05A0-B01370","LED"
"ASUS","XG43VQ","LED"
"ASUS","ROG Strix XG43VQ","LED"
"ASUS","90LM0580-B01170","LED"
"ASUS","VG289Q","LED"
"ASUS","TUF Gaming VG289Q","LED"
"ASUS","90LM05B0-B01170","LED"
"ASUS","MB16ACE","LED"
"ASUS","ZenScreen MB16ACE","LED"
"ASUS","90LM03L0-B02170","LED"
"ASUS","VP249HE","LED"
"ASUS","90LM00G0-B02A70","LED"
"ASUS","VX279C","LED"
"ASUS","VX279HG","LED"
"ASUS","ProArt PA34VC","LED"
"ASUS","PA34VC","LED"
"ASUS","Designo MX27AQ","LED"
"ASUS","MX27AQ","LED"
"ASUS","VG24VQR","LED"
"ASUS","VA24EHE","LED"
"ASUS","90LM0560-B01170","LED"
"ASUS","TUF Gaming VG24VQR","LED"
"ASUS","90LM03S0-B02170","LED"
"ASUS","ROG Strix XG32VQR","LED"
"ASUS","XG32VQR","LED"
"ASUS","VW192T+","CCFL"
"ASUS","90LM03B0-B01170","LED"
"ASUS","Designo Curve MX38VC","LED"
"ASUS","MX38VC","LED"
"ASUS","90LM59101501021C","CCFL"
"ASUS","VG246H","LED"
"ASUS","VY279HE","LED"
"ASUS","90LM06D5-B02170","LED"
"ASUS","VP279HE","LED"
"ASUS","ROG Strix XG49VQ","LED"
"ASUS","XG49VQ","LED"
"ASUS","VW225D","CCFL"
"ASUS","90LM60101500001C","CCFL"
"ASUS","90LM01T0-B01170","LED"
"ASUS","VA24DQLB-W","LED"
"ASUS","VA24DQLBW","LED"
"ASUS","VH192C","CCFL"
"ASUS","90LM74111501021C","CCFL"
"ASUS","VG24VQ","LED"
"ASUS","TUF Gaming VG24VQ","LED"
"ASUS","VH242H","CCFL"
"ASUS","90LM72101501041C","CCFL"
"ASUS","90LM0548-B01370","LED"
"ASUS","VA229N","LED"
"ASUS","90LM00U5-B02370","LED"
"ASUS","ROG Swift PG278QE","LED"
"ASUS","VK192S-B","CCFL"
"ASUS","90LM58201500101C","CCFL"
"ASUS","VG27AH","LED"
"ASUS","VS248H","LED"
"ASUS","VN248QA","LED"
"ASUS","VW192S+","CCFL"
"ASUS","90LM59101501001C","CCFL"
"ASUS","VW224U","CCFL"
